GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0065007	biological regulation	3.206576490028884e-9	3.206576490028884e-9	+1	SERPINA3K,ITIH4,SERPINA3B,SERPINA1A,ANGPT1,PTGDS,LIPG,ANGPT4,COL3A1,PON1,REN1,CFD,MASP1,PTN,POSTN,ELN,ADAMTS12,GREM2,AGT,VTN,RSPO3,NPNT,RETN,APOC1,MFAP4,INSL3,COL4A3,TRF,TFPI,IL15RA,TAFA5,KDR,SPON1,COL28A1,CAP2,TNC,BMPER,COL4A5,FGF10,MMRN1,LGI3,IL17RB,ACRBP,PRXL2A,COL1A1,ADAMTS9,NRG4,PODN,ADAMTS16,FGFBP3,IGF2,CPZ,C1QTNF12,FABP5,OLFML2B,IGF1,THPO,CTF1,ASPN,COL1A2,EGFL7,VEGFA,COL4A1,COL5A2,ADAMTS14,SERPINA3C,ADAMTS7,NAMPT,C2,PCOLCE,PCSK5,C1QTNF2,ADGRG1,CPE,CHADL,HP,KAZALD1,ADIPOQ,LUM,LAMA5,ECM2,RNLS,ZBED3,SPARCL1,MMRN2,FGL2,LPL,PDGFB,LAMB1,ENPP2,DHRS11,IGFBP7,PI16,QSOX1,LAMA4,VEGFB,MMP2,EFNA1,CXCL12,YBX1,C1QBP,HNRNPA2B1,DAG1
GO:0048754	branching morphogenesis of an epithelial tube	3.4359283072784197e-9	3.4359283072784197e-9	+1	ANGPT1,AGT,NPNT,KDR,TNC,FGF10,ADAMTS16,IGF1,VEGFA,COL4A1,LAMA5,CXCL12,DAG1
GO:0043542	endothelial cell migration	5.82491585979071e-9	5.82491585979071e-9	+1	ANGPT1,ANGPT4,PTN,AGT,KDR,BMPER,ADAMTS9,IGF2,IGF1,VEGFA,MMRN2,PDGFB,EFNA1,CXCL12
GO:0032501	multicellular organismal process	6.9717141521848125e-9	6.9717141521848125e-9	+1	ANGPT1,PTGDS,LIPG,ANGPT4,COL3A1,PON1,REN1,PTN,POSTN,ELN,ADAMTS12,GREM2,AGT,VTN,RSPO3,NPNT,RETN,APOC1,INSL3,COL4A3,TRF,TFPI,IL15RA,TAFA5,KDR,TNC,BMPER,FGF10,MMP17,MMRN1,IL17RB,ACRBP,PRXL2A,COL1A1,ADAMTS9,NRG4,ADAMTS16,FGFBP3,IGF2,FABP5,IGF1,THPO,CTF1,ASPN,COL1A2,EGFL7,FJX1,VEGFA,COL4A1,COL5A2,ADAMTS7,NAMPT,PCSK5,COL4A4,ADGRG1,CPE,CHADL,HP,KAZALD1,ADIPOQ,LUM,LAMA5,RNLS,ZBED3,MMRN2,FGL2,LPL,PDGFB,LAMB1,ENPP2,PI16,LAMA4,VEGFB,MMP2,EFNA1,CXCL12,YBX1,C1QBP,DAG1
GO:0048584	positive regulation of response to stimulus	1.1203439407247494e-8	1.1203439407247494e-8	+1	ANGPT1,COL3A1,CFD,MASP1,PTN,AGT,VTN,RSPO3,NPNT,MFAP4,INSL3,KDR,BMPER,FGF10,IL17RB,COL1A1,FGFBP3,IGF2,C1QTNF12,FABP5,IGF1,THPO,VEGFA,C2,PCSK5,C1QTNF2,ADGRG1,ADIPOQ,ZBED3,MMRN2,LPL,PDGFB,LAMB1,VEGFB,EFNA1,CXCL12,C1QBP
GO:0014910	regulation of smooth muscle cell migration	1.2774231828722553e-8	1.2774231828722553e-8	+1	POSTN,AGT,VTN,RETN,TAFA5,IGF1,EGFL7,PCSK5,ADIPOQ,PDGFB
GO:0001822	kidney development	1.5462358192611022e-8	1.5462358192611022e-8	+1	ANGPT1,REN1,AGT,NPNT,COL4A3,BMPER,FGF10,MMP17,ADAMTS16,VEGFA,PCSK5,COL4A4,ADIPOQ,LAMA5,PDGFB
GO:0045785	positive regulation of cell adhesion	2.400208574972221e-8	2.400208574972221e-8	+1	ANGPT1,PTN,VTN,NPNT,KDR,MMRN1,IGF2,IGF1,VEGFA,PCSK5,ADGRG1,ECM2,PDGFB,LAMB1,ENPP2,CXCL12,C1QBP,DAG1
GO:0014909	smooth muscle cell migration	3.83740987078071e-8	3.83740987078071e-8	+1	POSTN,AGT,VTN,RETN,TAFA5,IGF1,EGFL7,PCSK5,ADIPOQ,PDGFB
GO:0050730	regulation of peptidyl-tyrosine phosphorylation	4.00027967577511e-8	4.00027967577511e-8	+1	ANGPT1,ANGPT4,AGT,VTN,FGF10,IGF2,IGF1,CTF1,VEGFA,ADIPOQ,PDGFB,ENPP2,VEGFB,EFNA1
GO:0070371	ERK1 and ERK2 cascade	4.332996975512124e-8	4.332996975512124e-8	+1	ANGPT1,AGT,NPNT,TRF,KDR,BMPER,FGF10,FGFBP3,IGF1,THPO,VEGFA,ADIPOQ,PDGFB,VEGFB,CXCL12,KARS
GO:0009719	response to endogenous stimulus	5.474798720193703e-8	5.474798720193703e-8	+1	SERPINA1A,PTGDS,COL3A1,REN1,ADAMTS12,GREM2,AGT,NPNT,RETN,TFPI,KDR,BMPER,FGF10,COL1A1,FGFBP3,IGF2,C1QTNF12,IGF1,ASPN,COL1A2,COL4A1,COL5A2,SERPINA3C,ADAMTS7,C2,ADIPOQ,ZBED3,LPL,MMP2,CXCL12,YBX1,DAG1
GO:0009887	animal organ morphogenesis	6.162639843863363e-8	6.162639843863363e-8	+1	ANGPT1,COL3A1,PTN,ELN,GREM2,AGT,NPNT,KDR,TNC,FGF10,COL1A1,ADAMTS16,IGF2,IGF1,ASPN,COL1A2,FJX1,VEGFA,COL5A2,CPE,LAMA5,LAMB1,MMP2,EFNA1,DAG1
GO:0010634	positive regulation of epithelial cell migration	7.434318584704779e-8	7.434318584704779e-8	+1	ANGPT1,ANGPT4,AGT,INSL3,KDR,FGF10,IGF2,IGF1,VEGFA,PDGFB,ENPP2
GO:0010810	regulation of cell-substrate adhesion	8.07530065939145e-8	8.07530065939145e-8	+1	PTN,POSTN,VTN,NPNT,KDR,COL1A1,VEGFA,PCSK5,ECM2,PDGFB,ENPP2,C1QBP,DAG1
GO:0010811	positive regulation of cell-substrate adhesion	8.660142800465476e-8	8.660142800465476e-8	+1	PTN,VTN,NPNT,KDR,VEGFA,PCSK5,ECM2,PDGFB,ENPP2,C1QBP,DAG1
GO:0032101	regulation of response to external stimulus	1.057000394870069e-7	1.057000394870069e-7	+1	MASP1,PTN,ADAMTS12,VTN,TFPI,TAFA5,KDR,TNC,FGF10,MMRN1,IL17RB,IGF2,C1QTNF12,IGF1,VEGFA,ADIPOQ,MMRN2,FGL2,LPL,PDGFB,VEGFB,CXCL12,C1QBP,KARS
GO:0001935	endothelial cell proliferation	1.1217259648689479e-7	1.1217259648689479e-7	+1	COL4A3,KDR,BMPER,FGF10,IGF2,IGF1,EGFL7,VEGFA,MMRN2,PDGFB,VEGFB,CXCL12
GO:0014812	muscle cell migration	1.3194278288068256e-7	1.3194278288068256e-7	+1	POSTN,AGT,VTN,RETN,TAFA5,IGF1,EGFL7,PCSK5,ADIPOQ,PDGFB
GO:0045595	regulation of cell differentiation	1.5521493431498098e-7	1.5521493431498098e-7	+1	PTN,POSTN,ADAMTS12,AGT,NPNT,TRF,IL15RA,KDR,FGF10,PRXL2A,COL1A1,ADAMTS9,IGF2,IGF1,THPO,VEGFA,COL5A2,ADAMTS7,CHADL,ADIPOQ,FGL2,LPL,PDGFB,LAMB1,ENPP2,PI16,EFNA1,CXCL12,YBX1,C1QBP,DAG1
GO:0051240	positive regulation of multicellular organismal process	1.6488734336244163e-7	1.6488734336244163e-7	+1	LIPG,ANGPT4,PTN,POSTN,AGT,VTN,NPNT,RETN,TRF,IL15RA,KDR,BMPER,FGF10,IL17RB,COL1A1,FGFBP3,IGF2,FABP5,IGF1,VEGFA,ADIPOQ,LUM,ZBED3,MMRN2,LPL,ENPP2,VEGFB,CXCL12,C1QBP,DAG1
GO:0043534	blood vessel endothelial cell migration	3.166320928821978e-7	3.166320928821978e-7	+1	ANGPT1,ANGPT4,KDR,IGF2,IGF1,VEGFA,MMRN2,PDGFB,EFNA1,CXCL12
GO:0060562	epithelial tube morphogenesis	3.48637791979622e-7	3.48637791979622e-7	+1	ANGPT1,ADAMTS12,AGT,NPNT,KDR,TNC,FGF10,ADAMTS16,IGF1,VEGFA,COL4A1,LAMA5,MMRN2,CXCL12,DAG1
GO:0018108	peptidyl-tyrosine phosphorylation	4.081895862596901e-7	4.081895862596901e-7	+1	ANGPT1,ANGPT4,AGT,VTN,KDR,FGF10,IGF2,IGF1,CTF1,VEGFA,ADIPOQ,PDGFB,ENPP2,VEGFB,EFNA1
GO:0018212	peptidyl-tyrosine modification	4.385889282023852e-7	4.385889282023852e-7	+1	ANGPT1,ANGPT4,AGT,VTN,KDR,FGF10,IGF2,IGF1,CTF1,VEGFA,ADIPOQ,PDGFB,ENPP2,VEGFB,EFNA1
GO:0019538	protein metabolic process	5.096829474640254e-7	5.096829474640254e-7	+1	SERPINA3K,ITIH4,SERPINA3B,SERPINA1A,ANGPT1,LIPG,ANGPT4,COL3A1,REN1,CFD,MASP1,ADAMTS12,ADAMTS4,AGT,VTN,APOC1,COL4A3,TFPI,KDR,SPON1,COL28A1,BMPER,TINAGL1,FGF10,MMP17,ADAMTS15,ACRBP,ADAMTS9,ADAMTS16,IGF2,CPZ,CPXM1,IGF1,THPO,CTF1,VEGFA,ADAMTS14,SERPINA3C,ADAMTS7,C2,PCOLCE,PCSK5,CPE,HP,ADIPOQ,ZBED3,PDGFB,ENPP2,ENTPD5,PI16,VEGFB,MMP2,EFNA1,YBX1,DAG1,GARS,XYLT2,NGRN
GO:0051093	negative regulation of developmental process	5.994015895075724e-7	5.994015895075724e-7	+1	ANGPT4,PTN,POSTN,ADAMTS12,AGT,COL4A3,TAFA5,FGF10,ADAMTS9,IGF2,IGF1,ASPN,VEGFA,COL5A2,ADAMTS7,CPE,CHADL,ADIPOQ,FGL2,PDGFB,PI16,EFNA1,YBX1,NAXE
GO:0045765	regulation of angiogenesis	6.051896432701625e-7	6.051896432701625e-7	+1	ANGPT4,PTN,AGT,COL4A3,TAFA5,KDR,BMPER,ADAMTS9,IGF2,VEGFA,ENPP2,VEGFB,EFNA1,NAXE
GO:0009967	positive regulation of signal transduction	6.284632660371533e-7	6.284632660371533e-7	+1	ANGPT1,COL3A1,AGT,RSPO3,NPNT,INSL3,KDR,BMPER,FGF10,COL1A1,FGFBP3,IGF2,C1QTNF12,FABP5,IGF1,THPO,VEGFA,PCSK5,C1QTNF2,ADGRG1,ADIPOQ,ZBED3,PDGFB,LAMB1,VEGFB,EFNA1,CXCL12,C1QBP
GO:0001936	regulation of endothelial cell proliferation	6.374258410029246e-7	6.374258410029246e-7	+1	COL4A3,KDR,FGF10,IGF2,IGF1,EGFL7,VEGFA,MMRN2,PDGFB,VEGFB,CXCL12
GO:0043535	regulation of blood vessel endothelial cell migration	6.966373902090658e-7	6.966373902090658e-7	+1	ANGPT1,ANGPT4,KDR,IGF2,IGF1,VEGFA,MMRN2,PDGFB,EFNA1
GO:0000165	MAPK cascade	7.012707446859243e-7	7.012707446859243e-7	+1	ANGPT1,REN1,AGT,NPNT,TRF,KDR,BMPER,FGF10,FGFBP3,IGF2,IGF1,THPO,VEGFA,C1QTNF2,ADIPOQ,PDGFB,VEGFB,EFNA1,CXCL12,DAG1,KARS
GO:1901342	regulation of vasculature development	7.163337633355927e-7	7.163337633355927e-7	+1	ANGPT4,PTN,AGT,COL4A3,TAFA5,KDR,BMPER,ADAMTS9,IGF2,VEGFA,ENPP2,VEGFB,EFNA1,NAXE
GO:0070374	positive regulation of ERK1 and ERK2 cascade	0.0000011668216556423679	0.0000011668216556423679	+1	ANGPT1,NPNT,KDR,BMPER,FGF10,FGFBP3,IGF1,THPO,VEGFA,PDGFB,VEGFB,CXCL12
GO:0009966	regulation of signal transduction	0.0000012798667248303648	0.0000012798667248303648	+1	ANGPT1,COL3A1,REN1,POSTN,ADAMTS12,GREM2,AGT,RSPO3,NPNT,INSL3,KDR,BMPER,FGF10,COL1A1,FGFBP3,IGF2,C1QTNF12,FABP5,IGF1,THPO,ASPN,EGFL7,VEGFA,PCSK5,C1QTNF2,ADGRG1,KAZALD1,ADIPOQ,ZBED3,MMRN2,PDGFB,LAMB1,IGFBP7,VEGFB,EFNA1,CXCL12,YBX1,C1QBP,DAG1
GO:0070887	cellular response to chemical stimulus	0.0000013302943184605533	0.0000013302943184605533	+1	ANGPT1,ANGPT4,COL3A1,REN1,PTN,POSTN,ADAMTS12,GREM2,AGT,NPNT,TRF,TFPI,IL15RA,KDR,BMPER,FGF10,IL17RB,PRXL2A,COL1A1,FGFBP3,IGF2,C1QTNF12,IGF1,THPO,ASPN,COL1A2,VEGFA,COL4A1,COL5A2,ADAMTS7,PCOLCE,HP,ADIPOQ,MMRN2,LPL,PDGFB,ENPP2,VEGFB,MMP2,CXCL12,YBX1,C1QBP,DAG1
GO:0010033	response to organic substance	0.0000013616174723286552	0.0000013616174723286552	+1	ITIH4,SERPINA1A,ANGPT1,PTGDS,COL3A1,PON1,REN1,POSTN,ADAMTS12,GREM2,AGT,NPNT,RETN,COL4A3,TFPI,IL15RA,KDR,BMPER,FGF10,IL17RB,COL1A1,FGFBP3,IGF2,C1QTNF12,IGF1,THPO,ASPN,COL1A2,VEGFA,COL4A1,COL5A2,SERPINA3C,ADAMTS7,C2,PCOLCE,ADIPOQ,ZBED3,MMRN2,LPL,PDGFB,VEGFB,MMP2,CXCL12,YBX1,DAG1
GO:0002009	morphogenesis of an epithelium	0.0000013995553210938993	0.0000013995553210938993	+1	ANGPT1,ADAMTS12,AGT,RSPO3,NPNT,KDR,TNC,FGF10,ADAMTS16,IGF1,VEGFA,COL4A1,LAMA5,MMRN2,MMP2,CXCL12,DAG1
GO:0051094	positive regulation of developmental process	0.000001470519604589196	0.000001470519604589196	+1	ANGPT4,PTN,AGT,NPNT,RETN,TRF,IL15RA,KDR,BMPER,FGF10,COL1A1,ADAMTS9,IGF2,IGF1,THPO,VEGFA,ADIPOQ,ZBED3,MMRN2,LPL,PDGFB,LAMB1,ENPP2,VEGFB,CXCL12,C1QBP,DAG1
GO:1902533	positive regulation of intracellular signal transduction	0.0000015918306268549727	0.0000015918306268549727	+1	ANGPT1,COL3A1,AGT,NPNT,INSL3,KDR,BMPER,FGF10,FGFBP3,IGF2,C1QTNF12,IGF1,THPO,VEGFA,C1QTNF2,ADGRG1,ADIPOQ,PDGFB,VEGFB,EFNA1,CXCL12,C1QBP
GO:0007165	signal transduction	0.000001648482249064857	0.000001648482249064857	+1	ANGPT1,ANGPT4,COL3A1,REN1,CFD,MASP1,PTN,POSTN,ADAMTS12,GREM2,AGT,RSPO3,NPNT,RETN,INSL3,COL4A3,TRF,IL15RA,TAFA5,KDR,CAP2,BMPER,COL4A5,FGF10,IL17RB,COL1A1,NRG4,FGFBP3,IGF2,CPZ,C1QTNF12,FABP5,OLFML2B,IGF1,THPO,CTF1,ASPN,COL1A2,EGFL7,VEGFA,COL4A1,ADAMTS14,NAMPT,PCSK5,C1QTNF2,ADGRG1,CPE,HP,KAZALD1,ADIPOQ,LAMA5,ZBED3,SPARCL1,MMRN2,LPL,PDGFB,LAMB1,IGFBP7,VEGFB,EFNA1,CXCL12,YBX1,C1QBP,DAG1
GO:0052547	regulation of peptidase activity	0.0000016639822343861695	0.0000016639822343861695	+1	SERPINA3K,ITIH4,SERPINA3B,SERPINA1A,AGT,VTN,COL4A3,TFPI,COL28A1,ACRBP,IGF1,VEGFA,SERPINA3C,PCOLCE,PI16,EFNA1
GO:0043408	regulation of MAPK cascade	0.0000016956895478362161	0.0000016956895478362161	+1	ANGPT1,REN1,AGT,NPNT,KDR,BMPER,FGF10,FGFBP3,IGF2,IGF1,THPO,VEGFA,C1QTNF2,ADIPOQ,PDGFB,VEGFB,EFNA1,CXCL12,DAG1
GO:0008283	cell population proliferation	0.0000018850375710907473	0.0000018850375710907473	+1	ANGPT1,PTGDS,LIPG,COL3A1,PTN,AGT,RETN,INSL3,COL4A3,TRF,TAFA5,KDR,TNC,BMPER,FGF10,PODN,IGF2,IGF1,THPO,EGFL7,VEGFA,NAMPT,ADGRG1,ADIPOQ,LAMA5,MMRN2,PDGFB,ENPP2,VEGFB,MMP2,CXCL12,YBX1
GO:0001938	positive regulation of endothelial cell proliferation	0.0000019051961733802754	0.0000019051961733802754	+1	KDR,FGF10,IGF2,IGF1,EGFL7,VEGFA,PDGFB,VEGFB,CXCL12
GO:0009611	response to wounding	0.0000021669512509139754	0.0000021669512509139754	+1	COL3A1,PTN,VTN,INSL3,TFPI,TAFA5,KDR,TNC,FGF10,MMRN1,COL1A1,IGF1,VEGFA,PDGFB,VEGFB,MMP2,DAG1
GO:0022603	regulation of anatomical structure morphogenesis	0.000002249362666709967	0.000002249362666709967	+1	ANGPT4,PTN,POSTN,ADAMTS12,AGT,COL4A3,TAFA5,KDR,BMPER,FGF10,ADAMTS9,IGF2,VEGFA,CPE,MMRN2,ENPP2,VEGFB,EFNA1,CXCL12,C1QBP,DAG1,NAXE
GO:0042127	regulation of cell population proliferation	0.0000023907382114333692	0.0000023907382114333692	+1	ANGPT1,PTGDS,PTN,AGT,RETN,INSL3,COL4A3,TRF,TAFA5,KDR,TNC,FGF10,PODN,IGF2,IGF1,THPO,EGFL7,VEGFA,NAMPT,ADGRG1,ADIPOQ,LAMA5,MMRN2,PDGFB,ENPP2,VEGFB,MMP2,CXCL12,YBX1
GO:0072006	nephron development	0.000002652975024420189	0.000002652975024420189	+1	ANGPT1,AGT,NPNT,COL4A3,ADAMTS16,VEGFA,COL4A4,ADIPOQ,LAMA5,PDGFB
GO:0085029	extracellular matrix assembly	0.0000028136377608946064	0.0000028136377608946064	+1	COL3A1,AGT,MFAP4,COL1A2,LAMB1,QSOX1,DAG1
GO:0048729	tissue morphogenesis	0.000003527037312363723	0.000003527037312363723	+1	ANGPT1,COL3A1,ADAMTS12,AGT,RSPO3,NPNT,KDR,TNC,FGF10,ADAMTS16,IGF1,VEGFA,COL4A1,LAMA5,MMRN2,MMP2,CXCL12,DAG1
GO:0048518	positive regulation of biological process	0.000003551217607493303	0.000003551217607493303	+1	ANGPT1,LIPG,ANGPT4,COL3A1,PON1,CFD,MASP1,PTN,POSTN,AGT,VTN,RSPO3,NPNT,RETN,MFAP4,INSL3,COL4A3,TRF,IL15RA,KDR,SPON1,TNC,BMPER,FGF10,MMRN1,IL17RB,ACRBP,COL1A1,ADAMTS9,FGFBP3,IGF2,C1QTNF12,FABP5,IGF1,THPO,CTF1,EGFL7,VEGFA,NAMPT,C2,PCOLCE,PCSK5,C1QTNF2,ADGRG1,HP,ADIPOQ,LUM,ECM2,ZBED3,MMRN2,LPL,PDGFB,LAMB1,ENPP2,VEGFB,MMP2,EFNA1,CXCL12,YBX1,C1QBP,HNRNPA2B1,DAG1,NGRN,TCP1,KARS
GO:0010647	positive regulation of cell communication	0.000003554458576669129	0.000003554458576669129	+1	ANGPT1,COL3A1,PTN,AGT,RSPO3,NPNT,RETN,INSL3,KDR,BMPER,FGF10,COL1A1,FGFBP3,IGF2,C1QTNF12,FABP5,IGF1,THPO,VEGFA,PCSK5,C1QTNF2,ADGRG1,ADIPOQ,ZBED3,PDGFB,LAMB1,VEGFB,EFNA1,CXCL12,C1QBP
GO:0023056	positive regulation of signaling	0.000003823882878864641	0.000003823882878864641	+1	ANGPT1,COL3A1,PTN,AGT,RSPO3,NPNT,RETN,INSL3,KDR,BMPER,FGF10,COL1A1,FGFBP3,IGF2,C1QTNF12,FABP5,IGF1,THPO,VEGFA,PCSK5,C1QTNF2,ADGRG1,ADIPOQ,ZBED3,PDGFB,LAMB1,VEGFB,EFNA1,CXCL12,C1QBP
GO:0048523	negative regulation of cellular process	0.00000405280685517229	0.00000405280685517229	+1	ANGPT1,PTGDS,ANGPT4,COL3A1,PTN,POSTN,ADAMTS12,GREM2,AGT,APOC1,INSL3,COL4A3,IL15RA,TAFA5,KDR,SPON1,TNC,BMPER,FGF10,COL1A1,ADAMTS9,PODN,IGF2,C1QTNF12,FABP5,IGF1,ASPN,EGFL7,VEGFA,COL5A2,ADAMTS7,NAMPT,ADGRG1,CHADL,ADIPOQ,ZBED3,MMRN2,FGL2,LPL,PDGFB,LAMB1,ENPP2,PI16,QSOX1,VEGFB,MMP2,EFNA1,CXCL12,YBX1,C1QBP,HNRNPA2B1,DAG1
GO:0071363	cellular response to growth factor stimulus	0.000004404819761479674	0.000004404819761479674	+1	ANGPT1,COL3A1,ADAMTS12,GREM2,AGT,NPNT,KDR,BMPER,FGF10,COL1A1,FGFBP3,ASPN,COL1A2,VEGFA,ADAMTS7,MMRN2,PDGFB,VEGFB
GO:0050794	regulation of cellular process	0.000004465817238805538	0.000004465817238805538	+1	ANGPT1,PTGDS,LIPG,ANGPT4,COL3A1,REN1,CFD,MASP1,PTN,POSTN,ELN,ADAMTS12,GREM2,AGT,VTN,RSPO3,NPNT,RETN,APOC1,INSL3,COL4A3,TRF,IL15RA,TAFA5,KDR,SPON1,CAP2,TNC,BMPER,COL4A5,FGF10,MMRN1,LGI3,IL17RB,PRXL2A,COL1A1,ADAMTS9,NRG4,PODN,ADAMTS16,FGFBP3,IGF2,CPZ,C1QTNF12,FABP5,OLFML2B,IGF1,THPO,CTF1,ASPN,COL1A2,EGFL7,VEGFA,COL4A1,COL5A2,ADAMTS14,ADAMTS7,NAMPT,C2,PCSK5,C1QTNF2,ADGRG1,CPE,CHADL,HP,KAZALD1,ADIPOQ,LUM,LAMA5,ECM2,ZBED3,SPARCL1,MMRN2,FGL2,LPL,PDGFB,LAMB1,ENPP2,IGFBP7,PI16,QSOX1,LAMA4,VEGFB,MMP2,EFNA1,CXCL12,YBX1,C1QBP,HNRNPA2B1,DAG1
GO:0010951	negative regulation of endopeptidase activity	0.00000499892743418589	0.00000499892743418589	+1	SERPINA3K,ITIH4,SERPINA3B,SERPINA1A,AGT,VTN,TFPI,COL28A1,IGF1,VEGFA,SERPINA3C
GO:0043536	positive regulation of blood vessel endothelial cell migration	0.000005896187671665574	0.000005896187671665574	+1	ANGPT1,ANGPT4,KDR,IGF2,IGF1,VEGFA,PDGFB
GO:0003013	circulatory system process	0.0000059236732363209565	0.0000059236732363209565	+1	ANGPT1,PON1,REN1,POSTN,AGT,KDR,ADAMTS16,FGFBP3,FABP5,COL1A2,VEGFA,NAMPT,ADIPOQ,RNLS,VEGFB,MMP2
GO:0070372	regulation of ERK1 and ERK2 cascade	0.000006241771895811803	0.000006241771895811803	+1	ANGPT1,NPNT,KDR,BMPER,FGF10,FGFBP3,IGF1,THPO,VEGFA,ADIPOQ,PDGFB,VEGFB,CXCL12
GO:0010466	negative regulation of peptidase activity	0.00000639050431886172	0.00000639050431886172	+1	SERPINA3K,ITIH4,SERPINA3B,SERPINA1A,AGT,VTN,TFPI,COL28A1,IGF1,VEGFA,SERPINA3C
GO:0023052	signaling	0.00000651284951313791	0.00000651284951313791	+1	ANGPT1,ANGPT4,COL3A1,REN1,CFD,MASP1,PTN,POSTN,ADAMTS12,GREM2,AGT,RSPO3,NPNT,RETN,INSL3,COL4A3,TRF,IL15RA,TAFA5,KDR,CAP2,TNC,BMPER,COL4A5,FGF10,IL17RB,COL1A1,NRG4,FGFBP3,IGF2,CPZ,C1QTNF12,FABP5,OLFML2B,IGF1,THPO,CTF1,ASPN,COL1A2,EGFL7,FJX1,VEGFA,COL4A1,ADAMTS14,NAMPT,PCSK5,C1QTNF2,ADGRG1,CPE,HP,KAZALD1,ADIPOQ,LAMA5,ZBED3,SPARCL1,MMRN2,LPL,PDGFB,LAMB1,IGFBP7,VEGFB,EFNA1,CXCL12,YBX1,C1QBP,DAG1
GO:1901652	response to peptide	0.000006839245385690398	0.000006839245385690398	+1	SERPINA1A,COL3A1,AGT,RETN,COL1A1,IGF2,C1QTNF12,IGF1,SERPINA3C,ADIPOQ,ZBED3,LPL,MMP2,CXCL12,YBX1,DAG1
GO:1901564	organonitrogen compound metabolic process	0.000007119237947254387	0.000007119237947254387	+1	SERPINA3K,ITIH4,SERPINA3B,SERPINA1A,ANGPT1,LIPG,ANGPT4,COL3A1,PON1,REN1,CFD,MASP1,ADAMTS12,ADAMTS4,AGT,VTN,APOC1,COL4A3,TFPI,KDR,SPON1,COL28A1,BMPER,TINAGL1,FGF10,MMP17,ADAMTS15,ACRBP,ADAMTS9,ADAMTS16,IGF2,CPZ,FABP5,CPXM1,IGF1,THPO,CTF1,VEGFA,ADAMTS14,SERPINA3C,ADAMTS7,NAMPT,C2,PCOLCE,PCSK5,CPE,HP,ADIPOQ,ZBED3,PDGFB,ENPP2,ENTPD5,PI16,VEGFB,MMP2,EFNA1,YBX1,DAG1,GARS,XYLT2,NGRN,NAXE
GO:0051716	cellular response to stimulus	0.00000716401209195088	0.00000716401209195088	+1	ANGPT1,ANGPT4,COL3A1,REN1,CFD,MASP1,PTN,POSTN,ADAMTS12,GREM2,AGT,RSPO3,NPNT,RETN,MFAP4,INSL3,COL4A3,TRF,TFPI,IL15RA,TAFA5,KDR,CAP2,TNC,BMPER,COL4A5,FGF10,IL17RB,PRXL2A,COL1A1,NRG4,FGFBP3,IGF2,CPZ,C1QTNF12,FABP5,OLFML2B,IGF1,THPO,CTF1,ASPN,COL1A2,EGFL7,VEGFA,COL4A1,COL5A2,ADAMTS14,ADAMTS7,NAMPT,PCOLCE,PCSK5,C1QTNF2,ADGRG1,CPE,HP,KAZALD1,ADIPOQ,LAMA5,ZBED3,SPARCL1,MMRN2,LPL,PDGFB,LAMB1,ENPP2,IGFBP7,VEGFB,MMP2,EFNA1,CXCL12,YBX1,C1QBP,DAG1
GO:0043434	response to peptide hormone	0.000007348240844462171	0.000007348240844462171	+1	SERPINA1A,COL3A1,AGT,RETN,COL1A1,IGF2,C1QTNF12,IGF1,SERPINA3C,ADIPOQ,ZBED3,LPL,CXCL12,YBX1,DAG1
GO:0030154	cell differentiation	0.0000075031670346003304	0.0000075031670346003304	+1	ANGPT1,COL3A1,REN1,PTN,POSTN,ADAMTS12,AGT,VTN,NPNT,RETN,INSL3,TRF,IL15RA,KDR,TNC,FGF10,ADAMTS15,ACRBP,PRXL2A,COL1A1,ADAMTS9,IGF2,IGF1,THPO,CTF1,EGFL7,VEGFA,COL4A1,COL5A2,ADAMTS7,ADGRG1,CHADL,KAZALD1,ADIPOQ,LAMA5,FGL2,LPL,PDGFB,LAMB1,ENPP2,PI16,LAMA4,VEGFB,MMP2,EFNA1,CXCL12,YBX1,C1QBP,DAG1,NGRN
GO:0070848	response to growth factor	0.000008218891687873858	0.000008218891687873858	+1	ANGPT1,COL3A1,ADAMTS12,GREM2,AGT,NPNT,KDR,BMPER,FGF10,COL1A1,FGFBP3,ASPN,COL1A2,VEGFA,ADAMTS7,MMRN2,PDGFB,VEGFB
GO:0048869	cellular developmental process	0.000009506382803135461	0.000009506382803135461	+1	ANGPT1,COL3A1,REN1,PTN,POSTN,ADAMTS12,AGT,VTN,NPNT,RETN,INSL3,TRF,IL15RA,KDR,TNC,FGF10,ADAMTS15,ACRBP,PRXL2A,COL1A1,ADAMTS9,IGF2,IGF1,THPO,CTF1,EGFL7,VEGFA,COL4A1,COL5A2,ADAMTS7,ADGRG1,CHADL,KAZALD1,ADIPOQ,LAMA5,FGL2,LPL,PDGFB,LAMB1,ENPP2,PI16,LAMA4,VEGFB,MMP2,EFNA1,CXCL12,YBX1,C1QBP,DAG1,NGRN
