GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0098542	defense response to other organism	4.976099335675286e-16	4.976099335675286e-16	+1	CCL21A,CCL19,LTA,CCL22,CXCL13,CCL5,PGLYRP2,CCL6,C3,ADAMTS4,RNASE6,DPP4,SPON2,FGL2,SSC5D,CCL9,CFP,SERPINB1A,ANG,C1QA,CFD,RNASET2B,EDN1,LYZ2,CCL8,PGLYRP1,LY86,TSLP,C1QB,ADAM17,CD40,IL4RA,C1QC,HP,TRF,WFDC21,EMILIN1,GSDMD,CD14,HMGB2,APOE
GO:0006955	immune response	6.532571869371853e-16	6.532571869371853e-16	+1	CCL21A,CCL19,LTA,CCL22,CXCL13,COL3A1,CCL5,PGLYRP2,CCL6,C3,RNASE6,DPP4,SPON2,CD5L,FGL2,CTSS,SSC5D,CTSK,CST7,CCL9,CFP,SERPINB1A,ANG,C1QA,CD48,CFD,RNASET2B,EDN1,CCL8,PGLYRP1,LY86,TSLP,ST3GAL1,C1QB,ADAM17,CD40,IL4RA,ECM1,C1QC,IL18BP,TRF,WFDC21,GSDMD,MILR1,CD14,LOXL3,HMGB2,APOE,VTN,NINJ1,LAG3,C1RL,CXCL12,JAM3,CHID1,C1QBP,KARS
GO:0044419	biological process involved in interspecies interaction between organisms	7.356693577743374e-16	7.356693577743374e-16	+1	CCL21A,CCL19,LTA,CCL22,CXCL13,CCL5,PGLYRP2,CCL6,C3,ADAMTS4,RNASE6,CLU,FN1,DPP4,SPON2,FGL2,SSC5D,CCL9,CFP,SERPINB1A,ANG,C1QA,ACE,CNP,CFD,RNASET2B,EDN1,LYZ2,CCL8,PGLYRP1,LY86,TSLP,HSP90AB1,CALR,C1QB,ADAM17,CD40,IL4RA,C1QC,HP,TRF,GZMA,WFDC21,EMILIN1,GSDMD,CD14,HMGB2,APOE,HYAL1,NPC2,AMY1,LAG3,C1RL,CTSB,CXCL12,CHID1,C1QBP
GO:0070887	cellular response to chemical stimulus	9.716225093103375e-16	9.716225093103375e-16	+1	CCL21A,IL22RA2,CCL19,CCL22,CXCL13,COL1A2,IL1R2,POSTN,COL3A1,COL1A1,PTN,SFRP4,CCL5,SFRP2,CCL6,SORL1,FN1,DPP4,SPON2,FST,MMP2,PCOLCE,PLA2G7,CTSS,CCL9,ACE,PRXL2A,FGF18,EDN1,WNT2,SPP1,CCL8,ADAMTS12,LY86,FSTL1,TSLP,FGF7,GREM2,IL15RA,CLEC3B,FBN1,HSP90AB1,CALR,IL16,ADAM17,CD40,SDCBP,IL4RA,TNFAIP6,ECM1,HP,TRF,GPX3,EMILIN1,THPO,CD14,COL5A2,HMGB2,APOE,SPARC,HYAL1,C1QTNF12,ASPN,ABCD1,SERPINF1,IL11RA1,NINJ1,NUCB2,CD63,PLAT,DCN,PON3,YBX1,CTSB,ADAM23,CXCL12,JAM3,C1QBP
GO:0009607	response to biotic stimulus	1.1308759931742539e-15	1.1308759931742539e-15	+1	CCL21A,CCL19,LTA,CCL22,CXCL13,CCL5,PGLYRP2,CCL6,C3,ADAMTS4,RNASE6,CLU,DPP4,SPON2,FGL2,SSC5D,CCL9,CFP,SERPINB1A,ANG,C1QA,ACE,CNP,CFD,RNASET2B,EDN1,LYZ2,CCL8,PGLYRP1,LY86,TSLP,CALR,C1QB,ADAM17,CD40,IL4RA,C1QC,HP,TRF,GZMA,WFDC21,EMILIN1,FAP,GSDMD,CD14,HMGB2,APOE,HYAL1,NPC2,AMY1,LAG3,C1RL,CXCL12,CHID1,C1QBP
GO:0051707	response to other organism	1.984381224960447e-15	1.984381224960447e-15	+1	CCL21A,CCL19,LTA,CCL22,CXCL13,CCL5,PGLYRP2,CCL6,C3,ADAMTS4,RNASE6,CLU,DPP4,SPON2,FGL2,SSC5D,CCL9,CFP,SERPINB1A,ANG,C1QA,ACE,CNP,CFD,RNASET2B,EDN1,LYZ2,CCL8,PGLYRP1,LY86,TSLP,CALR,C1QB,ADAM17,CD40,IL4RA,C1QC,HP,TRF,GZMA,WFDC21,EMILIN1,GSDMD,CD14,HMGB2,APOE,HYAL1,NPC2,AMY1,LAG3,C1RL,CXCL12,CHID1,C1QBP
GO:0043207	response to external biotic stimulus	2.1943414058355144e-15	2.1943414058355144e-15	+1	CCL21A,CCL19,LTA,CCL22,CXCL13,CCL5,PGLYRP2,CCL6,C3,ADAMTS4,RNASE6,CLU,DPP4,SPON2,FGL2,SSC5D,CCL9,CFP,SERPINB1A,ANG,C1QA,ACE,CNP,CFD,RNASET2B,EDN1,LYZ2,CCL8,PGLYRP1,LY86,TSLP,CALR,C1QB,ADAM17,CD40,IL4RA,C1QC,HP,TRF,GZMA,WFDC21,EMILIN1,GSDMD,CD14,HMGB2,APOE,HYAL1,NPC2,AMY1,LAG3,C1RL,CXCL12,CHID1,C1QBP
GO:0032103	positive regulation of response to external stimulus	1.2983161249142345e-14	1.2983161249142345e-14	+1	CCL21A,CCL19,LTA,CXCL13,PTN,CCL5,C3,FN1,DPP4,PLA2G7,CTSS,ACE,FGF18,EDN1,LY86,TSLP,CALR,IL16,ADAM17,EMILIN1,CD14,HMGB2,VTN,NINJ1,PLAT,LAG3,CXCL12,C1QBP,KARS
GO:0009653	anatomical structure morphogenesis	3.469687881354383e-14	3.469687881354383e-14	+1	CTHRC1,COL1A2,POSTN,COL3A1,COL1A1,PTN,SFRP4,MFAP2,CCL5,SFRP2,C3,CLU,FN1,FST,MMP2,ANG,ACE,SEMA3B,CNP,FGF18,EDN1,WNT2,CCL8,HPSE,ADAMTS12,CHSY1,ACRBP,FGF7,GREM2,ELN,FBN1,HSP90AB1,ADAMTS15,CALR,MFAP5,ADAM17,CD40,IL4RA,ECM1,EFEMP2,CRISPLD1,EMILIN1,FAP,MMP19,GPI1,CHL1,LOXL2,COL5A2,APOE,SPARC,HYAL1,VTN,ASPN,SERPINF1,NINJ1,CPE,COL5A1,DCN,PCSK5,LAMA2,FLT3L,YBX1,LAMB1,CXCL12,JAM3,C1QBP,NAXE
GO:0010033	response to organic substance	1.1336960962017642e-13	1.1336960962017642e-13	+1	CCL21A,IL22RA2,CCL19,LTA,CCL22,CXCL13,COL1A2,IL1R2,PON1,POSTN,COL3A1,COL1A1,TIMP1,SFRP4,CCL5,SFRP2,CCL6,SORL1,CLU,FN1,SPON2,FST,MMP2,PCOLCE,CTSS,SSC5D,CCL9,ANG,ACE,CNP,FGF18,EDN1,WNT2,SPP1,CCL8,HPSE,ADAMTS12,LY86,FSTL1,TSLP,FGF7,GREM2,IL15RA,CLEC3B,FBN1,HSP90AB1,CALR,ADAM17,CD40,SDCBP,IL4RA,TNFAIP6,ECM1,DHH,WFDC21,EMILIN1,MMP19,GPI1,THPO,CD14,COL5A2,HMGB2,APOE,SPARC,HYAL1,C1QTNF12,ASPN,SERPINF1,IL11RA1,NUCB2,CD63,PLAT,DCN,YBX1,CTSB,ADAM23,CXCL12
GO:0048518	positive regulation of biological process	1.1704720792332155e-13	1.1704720792332155e-13	+1	CCL21A,CCL19,CTHRC1,LTA,CCL22,CXCL13,PON1,POSTN,COL3A1,COL1A1,PTN,TIMP1,SFRP4,CCL5,SFRP2,CCL6,MMP3,C3,LUM,LIPG,SORL1,CLU,CLEC11A,FN1,DPP4,SPON2,FST,IGFBP6,MMP2,CD5L,PCOLCE,PLA2G7,CTSS,DKK2,CST7,CCL9,CFP,ANG,C1QA,ACE,ANGPTL8,CFD,FGF18,EDN1,WNT2,SPP1,CCL8,HPSE,LY86,CHSY1,ACRBP,TSLP,FGF7,IL15RA,FBN1,HSP90AB1,CTSD,CALR,C1QB,IL16,ADAM17,CD40,SDCBP,IL4RA,TNFAIP6,ECM1,C1QC,HP,BMP1,TRF,EFEMP2,GZMA,EMILIN1,FAP,GPI1,GSDMD,THPO,CD14,LOXL2,LOXL3,HMGB2,APOE,SPARC,HYAL1,C1QTNF12,VTN,NAMPT,ABCD1,SERPINF1,IL11RA1,NINJ1,FABP5,NUCB2,CD63,PLAT,DCN,PCSK5,LAMA2,FLT3L,YBX1,LAG3,LAMB1,C1RL,CYB5D2,CXCL12,JAM3,HNRNPA2B1,C1QBP,PPT1,KARS,HDGF
GO:0030595	leukocyte chemotaxis	1.695299449748903e-13	1.695299449748903e-13	+1	CCL21A,CCL19,CCL22,CXCL13,PTN,CCL5,CCL6,DPP4,PLA2G7,CCL9,EDN1,SPP1,CCL8,CALR,IL16,ADAM17,TNFAIP6,NINJ1,CXCL12,JAM3,C1QBP
GO:0030154	cell differentiation	7.619805397118568e-13	7.619805397118568e-13	+1	CCL21A,CCL19,CTHRC1,LTA,POSTN,COL3A1,COL1A1,PTN,SFRP4,CCL5,SFRP2,PGLYRP2,C3,SORL1,CLU,FN1,DPP4,LRRC17,FST,MMP2,FGL2,CCL9,ANG,C1QA,ACE,PRXL2A,CNP,IGSF10,PI16,ANGPTL8,FGF18,EDN1,WNT2,SPP1,CCL8,PGLYRP1,HPSE,ADAMTS12,COL14A1,CHSY1,ACRBP,FSTL1,FGF7,IL15RA,FBN1,HSP90AB1,ST3GAL1,ADAMTS15,CALR,ADAM17,SDCBP,IL4RA,TNFAIP6,ECM1,DHH,C1QC,BMP1,DNASE1L2,TRF,EFEMP2,WFDC21,MMP19,THPO,CHL1,LOXL2,LOXL3,COL5A2,HMGB2,APOE,VTN,SERPINF1,IL11RA1,NINJ1,NUCB2,COL5A1,CD63,LAMA2,FLT3L,YBX1,LAG3,LAMB1,CTSB,CYB5D2,CXCL12,JAM3,C1QBP
GO:0060326	cell chemotaxis	8.603806861864935e-13	8.603806861864935e-13	+1	CCL21A,CCL19,CCL22,CXCL13,PTN,CCL5,CCL6,DPP4,PLA2G7,CCL9,FGF18,EDN1,SPP1,CCL8,CALR,IL16,ADAM17,TNFAIP6,HMGB2,NINJ1,CXCL12,JAM3,C1QBP
GO:0048869	cellular developmental process	1.1598842593248183e-12	1.1598842593248183e-12	+1	CCL21A,CCL19,CTHRC1,LTA,POSTN,COL3A1,COL1A1,PTN,SFRP4,CCL5,SFRP2,PGLYRP2,C3,SORL1,CLU,FN1,DPP4,LRRC17,FST,MMP2,FGL2,CCL9,ANG,C1QA,ACE,PRXL2A,CNP,IGSF10,PI16,ANGPTL8,FGF18,EDN1,WNT2,SPP1,CCL8,PGLYRP1,HPSE,ADAMTS12,COL14A1,CHSY1,ACRBP,FSTL1,FGF7,IL15RA,FBN1,HSP90AB1,ST3GAL1,ADAMTS15,CALR,ADAM17,SDCBP,IL4RA,TNFAIP6,ECM1,DHH,C1QC,BMP1,DNASE1L2,TRF,EFEMP2,WFDC21,MMP19,THPO,CHL1,LOXL2,LOXL3,COL5A2,HMGB2,APOE,VTN,SERPINF1,IL11RA1,NINJ1,NUCB2,COL5A1,CD63,LAMA2,FLT3L,YBX1,LAG3,LAMB1,CTSB,CYB5D2,CXCL12,JAM3,C1QBP
GO:0040017	positive regulation of locomotion	1.3066390525089764e-12	1.3066390525089764e-12	+1	CCL21A,CCL19,CXCL13,POSTN,COL1A1,PTN,CCL5,FN1,MMP2,PLA2G7,FGF18,EDN1,HPSE,FGF7,CALR,IL16,ADAM17,CD40,SDCBP,TNFAIP6,TRF,GPI1,SPARC,HYAL1,VTN,PCSK5,LAMB1,CXCL12,JAM3,C1QBP
GO:0001568	blood vessel development	1.394143370121415e-12	1.394143370121415e-12	+1	COL1A2,COL3A1,COL1A1,PTN,CCL5,SFRP2,C3,FN1,MMP2,ANG,ACE,FGF18,EDN1,WNT2,HPSE,CD40,ECM1,EFEMP2,EMILIN1,FAP,MMP19,LOXL2,APOE,SPARC,HYAL1,SERPINF1,NINJ1,COL5A1,DCN,PCSK5,CXCL12,JAM3,NAXE
GO:0071347	cellular response to interleukin-1	3.1954674901632724e-12	3.1954674901632724e-12	+1	CCL21A,CCL19,CCL22,IL1R2,CCL5,CCL6,FN1,MMP2,CCL9,EDN1,CCL8,ADAMTS12
GO:0048519	negative regulation of biological process	3.4964417883587793e-12	3.4964417883587793e-12	+1	CCL21A,IL22RA2,CCL19,CTHRC1,LTA,CXCL13,IL1R2,POSTN,COL3A1,COL1A1,PTN,TIMP1,SFRP4,CCL5,SFRP2,PGLYRP2,MMP3,C3,SORL1,CLU,APOC1,FN1,DPP4,LRRC17,FST,MMP2,IFI30,FGL2,DKK2,SSC5D,CTSK,CST7,CCL9,SERPINB1A,ANG,ACE,PI16,EDN1,SPP1,AEBP1,PGLYRP1,ADAMTS12,CHSY1,FSTL1,TSLP,GREM2,IL15RA,FBN1,HSP90AB1,ST3GAL1,CALR,ADAM17,SDCBP,IL4RA,TNFAIP6,ECM1,C1QC,EFEMP2,GZMA,WFDC21,EMILIN1,FAP,GPI1,MILR1,OGN,CHL1,LOXL2,LOXL3,COL5A2,HMGB2,APOE,SPARC,HYAL1,C1QTNF12,VTN,ASPN,NAMPT,ABCD1,SERPINF1,FABP5,CPE,NUCB2,COL5A1,SRGN,CD63,PLAT,DCN,FLT3L,PON3,YBX1,LAG3,LAMB1,CTSB,CXCL12,JAM3,HNRNPA2B1,CHID1,C1QBP,NAXE,PPT1
GO:0071310	cellular response to organic substance	3.563926417997251e-12	3.563926417997251e-12	+1	CCL21A,IL22RA2,CCL19,CCL22,CXCL13,COL1A2,IL1R2,COL3A1,COL1A1,SFRP4,CCL5,SFRP2,CCL6,SORL1,FN1,SPON2,FST,MMP2,PCOLCE,CTSS,CCL9,ACE,FGF18,EDN1,WNT2,SPP1,CCL8,ADAMTS12,LY86,FSTL1,TSLP,FGF7,GREM2,IL15RA,CLEC3B,FBN1,HSP90AB1,CALR,ADAM17,CD40,SDCBP,IL4RA,TNFAIP6,ECM1,EMILIN1,THPO,CD14,COL5A2,HMGB2,SPARC,HYAL1,C1QTNF12,ASPN,SERPINF1,IL11RA1,NUCB2,CD63,PLAT,DCN,YBX1,CTSB,ADAM23,CXCL12
GO:2000147	positive regulation of cell motility	4.564106873487128e-12	4.564106873487128e-12	+1	CCL21A,CCL19,CXCL13,POSTN,COL1A1,PTN,CCL5,FN1,MMP2,PLA2G7,FGF18,EDN1,HPSE,FGF7,CALR,ADAM17,CD40,SDCBP,TNFAIP6,TRF,GPI1,SPARC,HYAL1,VTN,PCSK5,LAMB1,CXCL12,JAM3,C1QBP
GO:0016485	protein processing	4.843388772492232e-12	4.843388772492232e-12	+1	CPZ,IL1R2,CPXM1,CD5L,CTSS,CST7,ACE,ANGPTL8,HPSE,ADAM17,DHH,HP,BMP1,RNPEP,PRSS12,CPE,SRGN,PLAT,PCSK5,ADAMTS2,C1RL
GO:0001944	vasculature development	4.8643961949260955e-12	4.8643961949260955e-12	+1	COL1A2,COL3A1,COL1A1,PTN,CCL5,SFRP2,C3,FN1,MMP2,ANG,ACE,FGF18,EDN1,WNT2,HPSE,CD40,ECM1,EFEMP2,EMILIN1,FAP,MMP19,LOXL2,APOE,SPARC,HYAL1,SERPINF1,NINJ1,COL5A1,DCN,PCSK5,CXCL12,JAM3,NAXE
GO:0051604	protein maturation	6.909676733476191e-12	6.909676733476191e-12	+1	CPZ,IL1R2,CPXM1,SORL1,FN1,CD5L,CTSS,CST7,ACE,ANGPTL8,HPSE,ADAM17,DHH,HP,BMP1,RNPEP,PRSS12,CPE,SRGN,PLAT,PCSK5,ADAMTS2,C1RL
GO:1901564	organonitrogen compound metabolic process	8.56937689929296e-12	8.56937689929296e-12	+1	CPZ,CCL21A,IL22RA2,CCL19,IL1R2,PON1,COL3A1,TIMP1,CCL5,SFRP2,CPXM1,PGLYRP2,MMP3,C3,ADAMTS4,LIPG,SORL1,CLU,APOC1,FN1,DPP4,MMP2,CD5L,PCOLCE,PLA2G7,CTSS,CTSK,PRSS53,CST7,SERPINB1A,ANG,ACE,NAPSA,PI16,IDE,ANGPTL8,CFD,FGF18,EDN1,SPP1,AEBP1,PGLYRP1,HPSE,ADAMTS12,CHSY1,ACRBP,TSLP,FGF7,FBN1,HSP90AB1,ST3GAL1,CTSD,ADAMTS15,CALR,ADAM17,CD40,SDCBP,TNFAIP6,ECM1,DHH,HP,BMP1,SCPEP1,GPX3,RNPEP,ADAMTS14,GZMA,WFDC21,EMILIN1,FAP,MMP19,GPI1,DPP7,THPO,PRSS12,PAMR1,LOXL2,LOXL3,APOE,HYAL1,VTN,NAMPT,QPCT,ABCD1,SERPINF1,CPQ,ENTPD5,FABP5,CPE,NUCB2,SRGN,TCN2,PLAT,DCN,PCSK5,FLT3L,YBX1,ADAMTS2,C1RL,CTSB,ADAM23,NAXE,PPT1,GARS,KARS,RSPRY1
GO:0007155	cell adhesion	8.823504539299177e-12	8.823504539299177e-12	+1	CCL21A,CCL19,CXCL13,POSTN,COL3A1,COL1A1,PTN,CCL5,FN1,DPP4,SPON2,HAPLN4,MMP2,FGL2,SNED1,SPP1,HPSE,ADAMTS12,COL14A1,FBN1,CALR,LGALS3BP,ADAM17,IL4RA,TNFAIP6,EFEMP2,EMILIN1,FAP,MILR1,CHL1,LOXL3,HYAL1,VTN,NINJ1,COL5A1,CD63,PCSK5,LAMA2,LAG3,LAMB1,ADAM23,CXCL12,JAM3,C1QBP
GO:0030335	positive regulation of cell migration	1.0648182840265462e-11	1.0648182840265462e-11	+1	CCL21A,CCL19,CXCL13,POSTN,COL1A1,PTN,CCL5,FN1,MMP2,PLA2G7,FGF18,EDN1,HPSE,FGF7,CALR,ADAM17,CD40,SDCBP,TNFAIP6,GPI1,SPARC,HYAL1,VTN,PCSK5,LAMB1,CXCL12,JAM3,C1QBP
GO:0048646	anatomical structure formation involved in morphogenesis	1.2285898314188246e-11	1.2285898314188246e-11	+1	CTHRC1,COL3A1,COL1A1,PTN,CCL5,SFRP2,C3,FN1,MMP2,ANG,ACE,FGF18,EDN1,WNT2,CCL8,HPSE,ACRBP,ADAMTS15,ADAM17,CD40,IL4RA,ECM1,EMILIN1,FAP,MMP19,GPI1,LOXL2,COL5A2,SPARC,HYAL1,VTN,SERPINF1,NINJ1,COL5A1,DCN,FLT3L,LAMB1,CXCL12,JAM3,NAXE
GO:0051240	positive regulation of multicellular organismal process	1.2743067947593216e-11	1.2743067947593216e-11	+1	CCL19,LTA,POSTN,COL1A1,PTN,CCL5,SFRP2,C3,LUM,LIPG,SORL1,CLU,FN1,SPON2,FST,CST7,ACE,FGF18,EDN1,WNT2,SPP1,HPSE,TSLP,IL15RA,IL16,ADAM17,CD40,SDCBP,IL4RA,ECM1,BMP1,TRF,EMILIN1,GSDMD,CD14,LOXL2,HMGB2,APOE,HYAL1,VTN,SERPINF1,NINJ1,FABP5,PLAT,FLT3L,CXCL12,C1QBP
GO:0009888	tissue development	1.7136048114486816e-11	1.7136048114486816e-11	+1	CTHRC1,COL1A2,POSTN,COL3A1,COL1A1,PTN,TIMP1,SFRP4,SFRP2,C3,SORL1,FN1,LRRC17,FST,MMP2,CTSK,PI16,FGF18,EDN1,WNT2,SPP1,HPSE,ADAMTS12,COL14A1,CHSY1,FSTL1,FGF7,ELN,CLEC3B,CALR,ADAM17,SDCBP,ECM1,BMP1,DNASE1L2,EFEMP2,GPI1,LOXL2,LOXL3,COL5A2,HYAL1,VTN,ASPN,IL11RA1,COL5A1,SRGN,CD63,LAMA2,YBX1,LAMB1,CTSB,CXCL12
GO:0001816	cytokine production	1.7414376588227667e-11	1.7414376588227667e-11	+1	CCL19,LTA,IL1R2,POSTN,COL3A1,CCL5,PGLYRP2,C3,LUM,SORL1,CLU,FN1,SPON2,SSC5D,SERPINB1A,PGLYRP1,HPSE,TSLP,HSP90AB1,IL16,ADAM17,CD40,IL4RA,GSDMD,CD14,HMGB2,ABCD1,SRGN,PCSK5,LAG3,CHID1,C1QBP
GO:0051094	positive regulation of developmental process	2.0594349875676305e-11	2.0594349875676305e-11	+1	CCL19,CTHRC1,LTA,COL1A1,PTN,SFRP4,CCL5,SFRP2,C3,SORL1,CLU,FN1,FST,ACE,FGF18,EDN1,WNT2,CCL8,HPSE,IL15RA,HSP90AB1,CALR,CD40,SDCBP,IL4RA,ECM1,BMP1,TRF,EFEMP2,EMILIN1,THPO,LOXL2,HMGB2,APOE,HYAL1,SERPINF1,NINJ1,DCN,LAMA2,FLT3L,LAMB1,CYB5D2,CXCL12,C1QBP
GO:0042221	response to chemical	2.7374292051951535e-11	2.7374292051951535e-11	+1	CCL21A,IL22RA2,CCL19,LTA,CCL22,CXCL13,COL1A2,IL1R2,PON1,POSTN,COL3A1,COL1A1,PTN,TIMP1,SFRP4,CCL5,SFRP2,CCL6,LIPG,SORL1,CLU,FN1,DPP4,SPON2,FST,MMP2,PCOLCE,PLA2G7,CTSS,SSC5D,CCL9,ANG,ACE,PRXL2A,CNP,FGF18,EDN1,WNT2,SPP1,CCL8,HPSE,ADAMTS12,LY86,FSTL1,TSLP,FGF7,GREM2,IL15RA,CLEC3B,FBN1,HSP90AB1,CALR,IL16,ADAM17,CD40,SDCBP,IL4RA,TNFAIP6,ECM1,DHH,HP,ENTPD6,TRF,GPX3,WFDC21,EMILIN1,MMP19,GPI1,THPO,CHL1,CD14,LOXL2,CP,COL5A2,HMGB2,APOE,SPARC,HYAL1,C1QTNF12,ASPN,ABCD1,SERPINF1,IL11RA1,NINJ1,NUCB2,CD63,PLAT,DCN,LAMA2,PON3,YBX1,CTSB,ADAM23,CXCL12,JAM3,C1QBP
GO:0065007	biological regulation	4.087377962088069e-11	4.087377962088069e-11	+1	CPZ,CCL21A,IL22RA2,CCL19,CTHRC1,LTA,CCL22,CXCL13,COL1A2,IL1R2,PON1,POSTN,COL3A1,COL1A1,PTN,TIMP1,SFRP4,CCL5,SFRP2,PGLYRP2,CCL6,MMP3,C3,ANGPTL1,LUM,LIPG,SORL1,CLU,CLEC11A,APOC1,FN1,OLFML2B,DPP4,LRRC17,SPON2,FST,IGFBP6,MMP2,CD5L,IFI30,PCOLCE,FGL2,PLA2G7,CTSS,DKK2,SSC5D,CTSK,LGI3,CST7,CCL9,CFP,SERPINB1A,ANG,C1QA,ACE,PRXL2A,SEMA3B,COL4A5,NAPSA,CNP,IGSF10,PI16,IDE,CD48,ANGPTL8,CFD,FGF18,EDN1,WNT2,SPP1,AEBP1,CCL8,PGLYRP1,HPSE,ADAMTS12,LY86,COL14A1,CHSY1,ACRBP,FSTL1,TSLP,FGF7,GREM2,IL15RA,DHRS11,ELN,FBN1,ORM1,ORM3,HSP90AB1,ST3GAL1,CTSD,CALR,C1QB,IL16,ADAM17,CD40,SDCBP,IL4RA,TNFAIP6,ECM1,DHH,C1QC,HP,BMP1,SCPEP1,TRF,EFEMP2,RNPEP,ADAMTS14,GZMA,CRISPLD1,WFDC21,EMILIN1,FAP,GPI1,GSDMD,MILR1,THPO,OGN,CHL1,CD14,LOXL2,CP,LOXL3,COL5A2,HMGB2,APOE,SPARC,HYAL1,C1QTNF12,VTN,ASPN,NAMPT,ABCD1,SERPINF1,CPQ,IL11RA1,NINJ1,FABP5,CPE,NUCB2,COL5A1,SRGN,NPC2,CD63,PLAT,DCN,PCSK5,LAMA2,FLT3L,PON3,YBX1,LAG3,LAMB1,C1RL,CTSB,CYB5D2,CXCL12,JAM3,HNRNPA2B1,CHID1,C1QBP,NAXE,PPT1
GO:0050900	leukocyte migration	4.8610235456259876e-11	4.8610235456259876e-11	+1	CCL21A,CCL19,CCL22,CXCL13,PTN,CCL5,CCL6,DPP4,PLA2G7,CCL9,EDN1,SPP1,CCL8,CALR,IL16,ADAM17,TNFAIP6,ECM1,EMILIN1,NINJ1,CXCL12,JAM3,C1QBP
GO:0072359	circulatory system development	5.1313917058915514e-11	5.1313917058915514e-11	+1	COL1A2,COL3A1,COL1A1,PTN,CCL5,SFRP2,C3,FN1,MMP2,ANG,ACE,PI16,FGF18,EDN1,WNT2,HPSE,COL14A1,ELN,FBN1,CALR,CD40,ECM1,EFEMP2,EMILIN1,FAP,MMP19,LOXL2,APOE,SPARC,HYAL1,SERPINF1,NINJ1,CPE,COL5A1,DCN,PCSK5,CXCL12,JAM3,NAXE
GO:0070555	response to interleukin-1	5.974252565885744e-11	5.974252565885744e-11	+1	CCL21A,CCL19,CCL22,IL1R2,CCL5,CCL6,FN1,MMP2,CCL9,EDN1,CCL8,ADAMTS12
GO:0048523	negative regulation of cellular process	5.995343754714836e-11	5.995343754714836e-11	+1	CCL21A,CCL19,CTHRC1,LTA,CXCL13,IL1R2,POSTN,COL3A1,COL1A1,PTN,TIMP1,SFRP4,CCL5,SFRP2,PGLYRP2,MMP3,SORL1,CLU,APOC1,FN1,DPP4,LRRC17,FST,MMP2,IFI30,FGL2,DKK2,CST7,CCL9,ANG,ACE,PI16,EDN1,SPP1,AEBP1,PGLYRP1,ADAMTS12,FSTL1,TSLP,GREM2,IL15RA,FBN1,HSP90AB1,ST3GAL1,CALR,ADAM17,SDCBP,IL4RA,TNFAIP6,ECM1,C1QC,EFEMP2,GZMA,EMILIN1,FAP,GPI1,MILR1,OGN,CHL1,LOXL2,LOXL3,COL5A2,HMGB2,APOE,SPARC,HYAL1,C1QTNF12,ASPN,NAMPT,ABCD1,SERPINF1,FABP5,NUCB2,COL5A1,CD63,DCN,FLT3L,PON3,YBX1,LAG3,LAMB1,CTSB,CXCL12,JAM3,HNRNPA2B1,C1QBP,PPT1
GO:0006959	humoral immune response	6.126179067549562e-11	6.126179067549562e-11	+1	CCL21A,CCL19,LTA,CCL22,CXCL13,C3,RNASE6,SPON2,CD5L,CFP,ANG,C1QA,CFD,CCL8,PGLYRP1,TSLP,C1QB,C1QC,TRF,WFDC21
GO:0045597	positive regulation of cell differentiation	8.073767959132458e-11	8.073767959132458e-11	+1	CCL19,CTHRC1,LTA,COL1A1,PTN,SFRP4,CCL5,SFRP2,CLU,FN1,ACE,FGF18,EDN1,WNT2,CCL8,HPSE,IL15RA,HSP90AB1,CALR,SDCBP,IL4RA,TRF,EFEMP2,THPO,LOXL2,HMGB2,APOE,SERPINF1,NINJ1,LAMA2,FLT3L,LAMB1,CYB5D2,CXCL12,C1QBP
GO:0030593	neutrophil chemotaxis	8.456565907009719e-11	8.456565907009719e-11	+1	CCL21A,CCL19,CCL22,CXCL13,CCL5,CCL6,DPP4,CCL9,EDN1,SPP1,CCL8
GO:0002688	regulation of leukocyte chemotaxis	1.9052844405456757e-10	1.9052844405456757e-10	+1	CCL21A,CCL19,CXCL13,PTN,CCL5,DPP4,PLA2G7,EDN1,CALR,ADAM17,TNFAIP6,NINJ1,CXCL12,JAM3,C1QBP
GO:0019538	protein metabolic process	1.9851959946323653e-10	1.9851959946323653e-10	+1	CPZ,CCL21A,IL22RA2,CCL19,IL1R2,COL3A1,TIMP1,CCL5,SFRP2,CPXM1,MMP3,C3,ADAMTS4,LIPG,SORL1,CLU,APOC1,FN1,DPP4,MMP2,CD5L,PCOLCE,CTSS,CTSK,PRSS53,CST7,SERPINB1A,ANG,ACE,NAPSA,PI16,IDE,ANGPTL8,CFD,FGF18,EDN1,AEBP1,HPSE,ADAMTS12,CHSY1,ACRBP,TSLP,FGF7,FBN1,HSP90AB1,ST3GAL1,CTSD,ADAMTS15,CALR,ADAM17,CD40,SDCBP,ECM1,DHH,HP,BMP1,SCPEP1,RNPEP,ADAMTS14,GZMA,WFDC21,EMILIN1,FAP,MMP19,GPI1,DPP7,THPO,PRSS12,PAMR1,LOXL2,LOXL3,APOE,VTN,QPCT,SERPINF1,CPQ,ENTPD5,CPE,NUCB2,SRGN,PLAT,DCN,PCSK5,FLT3L,YBX1,ADAMTS2,C1RL,CTSB,ADAM23,PPT1,GARS,KARS,RSPRY1
