"EnrichmentMap::Colouring (scat_d_en)","EnrichmentMap::ES (scat_d_en)","EnrichmentMap::fdr_qvalue (scat_d_en)","EnrichmentMap::fwer_qvalue (scat_d_en)","EnrichmentMap::Genes","EnrichmentMap::GS_DESCR","EnrichmentMap::gs_size","EnrichmentMap::GS_Type","EnrichmentMap::Name","EnrichmentMap::NES (scat_d_en)","EnrichmentMap::pvalue (scat_d_en)","MCODE::Clusters (1)","MCODE::Node Status (1)","MCODE::Score (1)","name","selected","shared name"
"0.9999999999991396",,"8.603806861864935E-13",,"IL16|CCL21A|ADAM17|CCL19|TNFAIP6|CCL22|CXCL12|CXCL13|JAM3|PTN|C1QBP|CCL5|HMGB2|CCL6|FGF18|SPP1|PLA2G7|NINJ1|DPP4|CCL9|CALR|CCL8|EDN1","cell chemotaxis","23","ENR","GO:0060326","1.0","8.603806861864935E-13","Cluster 1","Clustered","102.02491302884076","GO:0060326","false","GO:0060326"
"0.9967395549146485",,"0.003260445085351534",,"FBN1|SFRP4|TNFAIP6|SORL1|FSTL1|FST|SFRP2|GREM2","BMP signaling pathway","8","ENR","GO:0030509","1.0","0.003260445085351534","Cluster 3","Clustered","45.53098039215686","GO:0030509","false","GO:0030509"
"0.975491166478074",,"0.02450883352192603",,"SFRP4|SFRP2","negative regulation of non-canonical Wnt signaling pathway","2","ENR","GO:2000051","1.0","0.02450883352192603","Cluster 3","Clustered","47.62030671602327","GO:2000051","false","GO:2000051"
"0.99996848745887",,"3.151254112995436E-5",,"TRF|CCL21A|CCL19|SFRP4|SORL1|APOC1|CD14|APOE|C3|CLU|SDCBP|PPT1|VTN|CD63","receptor-mediated endocytosis","14","ENR","GO:0006898","1.0","3.151254112995436E-5","Cluster 4","Clustered","75.35233617396415","GO:0006898","false","GO:0006898"
"0.9997325658467122",,"2.6743415328780935E-4",,"ADAM17|EMILIN1|FBN1|HSP90AB1|SDCBP|COL1A2|COL3A1|ASPN|COL1A1|EDN1|WNT2|CLEC3B","cellular response to transforming growth factor beta stimulus","12","ENR","GO:0071560","1.0","2.6743415328780935E-4","Cluster 3","Clustered","41.83030303030303","GO:0071560","false","GO:0071560"
"0.9999994441231588",,"5.558768412209333E-7",,"CCL21A|CCL19|PON1|CCL22|CXCL13|CCL5|CCL6|IDE|SFRP2|CLU|FN1|CTSS|CTHRC1|CCL9|ACE|CCL8|PCOLCE|ACRBP|CTSD|ADAM17|CD40|SORL1|FGF18|WNT2|FBN1|HSP90AB1|ANG|EDN1","positive regulation of molecular function","28","ENR","GO:0044093","1.0","5.558768412209333E-7","Cluster 1","Clustered","88.03846153846155","GO:0044093","false","GO:0044093"
"0.999999993758035",,"6.241964920349434E-9",,"CCL21A|WFDC21|IL22RA2|CCL19|CCL22|CXCL12|CXCL13|IL1R2|TIMP1|CCL5|COL3A1|COL1A1|CCL6|FN1|MMP2|IL11RA1|CCL9|CCL8|PCOLCE|ADAMTS12|TSLP|ADAM17|CD40|IL4RA|ECM1|CD14|ADAM23|HYAL1|GREM2|SPP1|IL15RA|HSP90AB1|YBX1|THPO|EDN1|HDGF","response to cytokine","36","ENR","GO:0034097","1.0","6.241964920349434E-9","Cluster 1","Clustered","101.63274336283186","GO:0034097","false","GO:0034097"
"0.9936746862750521",,"0.00632531372494799",,"CCL21A|CCL19|SFRP4|CCL22|SORL1|CCL5|COL3A1|CCL6|SFRP2|C3|CLU|FN1","regulation of intracellular signal transduction","12","ENR","GO:1902531","1.0","0.00632531372494799","Cluster 1","Clustered","90.6926406926407","GO:1902531","false","GO:1902531"
"0.9999364969939708",,"6.350300602921287E-5",,"ENTPD5|GZMA|TIMP1|PGLYRP2|IDE|CLU|MMP2|PLA2G7|CTSS|SERPINB1A|ACE|PGLYRP1|HPSE|FAP|ADAMTS12|CTSD|DPP7|SORL1|APOC1|CPQ|CTSK|APOE|HYAL1|ABCD1|DPP4|HSP90AB1|CALR|SDCBP|CPE","organonitrogen compound catabolic process","29","ENR","GO:1901565","1.0","6.350300602921287E-5","Cluster 9","Clustered","19.266666666666666","GO:1901565","false","GO:1901565"
"0.9999999999914306",,"8.56937689929296E-12",,"CCL21A|IL22RA2|CCL19|IL1R2|TIMP1|CCL5|PGLYRP2|C3|CLU|FN1|CD5L|PLA2G7|CTSS|CST7|SERPINB1A|ACE|PGLYRP1|HPSE|ADAMTS12|TSLP|ADAM17|CD40|TNFAIP6|ECM1|HP|LOXL3|APOE|HYAL1|NAMPT|ABCD1|SERPINF1|ADAMTS4|DPP4|ANG|CFD|EDN1|WFDC21|EMILIN1|C1RL|COL3A1|SFRP2|MMP2|AEBP1|ADAMTS15|ADAMTS14|FAP|MMP19|LOXL2|VTN|ADAMTS2|LIPG|SORL1|APOC1|CTSK|PI16|FGF18|SPP1|CHSY1|FGF7|FBN1|HSP90AB1|CALR|SDCBP|BMP1|GPI1|THPO|FABP5|CPE|SRGN|PLAT|DCN|FLT3L|NAXE|PON1|GZMA|NUCB2|IDE|ST3GAL1|PCSK5|CPZ|CPXM1|MMP3|PCOLCE|PRSS53|NAPSA|ANGPTL8|ACRBP|CTSD|DHH|SCPEP1|RNPEP|DPP7|PRSS12|PAMR1|CPQ|CTSB|ADAM23|GPX3|YBX1|PPT1|KARS|QPCT|ENTPD5|TCN2|GARS|RSPRY1","organonitrogen compound metabolic process","106","ENR","GO:1901564","1.0","8.56937689929296E-12","Cluster 1","Clustered","95.02505157677572","GO:1901564","false","GO:1901564"
"0.9869317334477369",,"0.01306826655226308",,"C1QA|C3","vertebrate eye-specific patterning","2","ENR","GO:0150064","1.0","0.01306826655226308","Cluster 5","Clustered","31.593650793650795","GO:0150064","false","GO:0150064"
"0.9998623618896368",,"1.3763811036320215E-4",,"CCL21A|DCN|CCL19|CCL22|CXCL12|C1QBP|CCL5|COL3A1|CCL6|C3|CLU|FN1|IGFBP6|CCL9|CCL8|HPSE|ADAM17|CD40|CD14|APOE|FGF18|C1QTNF12|HSP90AB1|CALR|THPO|EDN1","positive regulation of intracellular signal transduction","26","ENR","GO:1902533","1.0","1.3763811036320215E-4","Cluster 1","Clustered","90.77596984739843","GO:1902533","false","GO:1902533"
"0.9999999999999996",,"4.691084828626454E-16",,"PLAT|CCL21A|DCN|CCL19|LTA|CCL22|CXCL13|PTN|CCL5|CCL6|C3|CLU|FN1|CD5L|PLA2G7|CTSS|IGFBP6|CCL9|C1QA|ACE|PCSK5|CCL8|HPSE|LY86|TSLP|IL16|ADAM17|CD40|IL4RA|CD14|LOXL3|HMGB2|APOE|DKK2|C1QTNF12|NINJ1|DPP4|CFP|CFD|EDN1|C1QB|C1QC|EMILIN1|LAG3|C1RL|CXCL12|C1QBP|COL3A1|COL1A1|SFRP2|VTN|LAMA2|LAMB1|SFRP4|SORL1|FGF18|CHSY1|HSP90AB1|CALR|SDCBP|THPO|FABP5|CD63","positive regulation of response to stimulus","63","ENR","GO:0048584","1.0","4.691084828626454E-16","Cluster 1","Clustered","88.8489391016809","GO:0048584","false","GO:0048584"
"0.9946342147500953",,"0.0053657852499047086",,"MMP2|TIMP1|MMP3","response to UV-A","3","ENR","GO:0070141","1.0","0.0053657852499047086","Cluster 15","Clustered","14.0","GO:0070141","false","GO:0070141"
"1.0",,"3.5765150609994435E-18",,"PLAT|CCL21A|DCN|IL22RA2|CCL19|LTA|CCL22|CXCL13|IL1R2|PTN|NUCB2|TIMP1|CCL5|PGLYRP2|CCL6|C3|CD48|CLU|FN1|CD5L|PLA2G7|CTSS|CTHRC1|CST7|IGFBP6|CCL9|SERPINB1A|C1QA|FSTL1|ACE|PCSK5|CCL8|PGLYRP1|HPSE|ADAMTS12|LY86|TSLP|IL16|ADAM17|CD40|IL4RA|TNFAIP6|ECM1|CD14|LOXL3|HMGB2|APOE|DKK2|C1QTNF12|GREM2|ABCD1|SERPINF1|NINJ1|DPP4|YBX1|FGL2|CFP|CFD|EDN1|C1QB|C1QC|EMILIN1|LAG3|C1RL|CXCL12|JAM3|C1QBP|POSTN|COL3A1|COL1A1|SFRP2|VTN|LAMA2|LAMB1|SFRP4|SORL1|FST|PI16|FGF18|CHSY1|FBN1|HSP90AB1|CALR|SDCBP|THPO|ASPN|FABP5|CD63","regulation of response to stimulus","88","ENR","GO:0048583","1.0","3.5765150609994435E-18","Cluster 1","Clustered","88.7887919640497","GO:0048583","false","GO:0048583"
"0.9999993949594608",,"6.050405392396621E-7",,"PLAT|DCN|IL22RA2|EMILIN1|CXCL12|CXCL13|IL1R2|NUCB2|C1QBP|CCL5|COL3A1|PGLYRP2|SFRP2|CLU|CTHRC1|CST7|PGLYRP1|ADAMTS12|VTN|ADAM17|IL4RA|SFRP4|TNFAIP6|ECM1|SORL1|FST|LOXL3|HMGB2|APOE|DKK2|C1QTNF12|GREM2|SERPINF1|FBN1|DPP4|CALR|YBX1|FGL2|ASPN","negative regulation of response to stimulus","39","ENR","GO:0048585","1.0","6.050405392396621E-7","Cluster 7","Seed","41.44736842105263","GO:0048585","false","GO:0048585"
"0.9999989519227137",,"1.0480772863401324E-6",,"CCL21A|ADAM17|CD40|CCL19|CCL9|CCL22|CCL8|CCL5|ADAMTS12|COL1A1|CCL6|EDN1","cellular response to tumor necrosis factor","12","ENR","GO:0071356","1.0","1.0480772863401324E-6","Cluster 1","Clustered","103.558352402746","GO:0071356","false","GO:0071356"
"0.9647684561121592",,"0.035231543887840736",,"CD40|CCL19|IL4RA|LAG3|LTA|C1RL|C1QBP|HMGB2|C3|CD5L|DPP4|C1QA|CFP|CFD|KARS|C1QB|C1QC","positive regulation of immune response","17","ENR","GO:0050778","1.0","0.035231543887840736","Cluster 5","Clustered","28.29302987197724","GO:0050778","false","GO:0050778"
"1.0",,"6.042168482341473E-21",,"CCL21A|IL22RA2|CCL19|LTA|CCL22|CXCL13|IL1R2|PTN|TIMP1|CCL5|PGLYRP2|CCL6|C3|CLU|FN1|CD5L|PLA2G7|CTSS|CST7|CCL9|SERPINB1A|C1QA|ACE|CCL8|PGLYRP1|HPSE|ADAMTS12|LY86|TSLP|ORM1|ORM3|IL16|ADAM17|CD40|IL4RA|TNFAIP6|ECM1|HP|GSDMD|CD14|LOXL3|HMGB2|APOE|HYAL1|C1QTNF12|NAMPT|ABCD1|SERPINF1|NINJ1|ADAMTS4|RNASE6|DPP4|SPON2|FGL2|SSC5D|CFP|ANG|CFD|RNASET2B|EDN1|LYZ2|C1QB|C1QC|TRF|WFDC21|EMILIN1|LAG3|C1RL|CXCL12|JAM3|CHID1|C1QBP|COL1A2|POSTN|COL3A1|COL1A1|SFRP2|OLFML2B|MMP2|COL4A5|VWA1|ADAMTS14|FAP|MMP19|LOXL2|COL5A2|VTN|COL5A1|LAMA2|LAMB1|SFRP4|LIPG|SORL1|FST|CTSK|PRXL2A|PI16|FGF18|WNT2|SPP1|CHSY1|FGF7|IL15RA|FBN1|HSP90AB1|CALR|SDCBP|BMP1|GPI1|THPO|SPARC|ASPN|FABP5|CPE|SRGN|CD63|PLAT|DCN|FLT3L|PON1|CNP|GZMA|CHL1|NUCB2|NPC2|AMY1|CD48|ST3GAL1|IL18BP|MILR1|IL11RA1|CTHRC1|IGFBP6|FSTL1|PCSK5|CPZ|MMP3|PCOLCE|ANGPTL8|DHH|CTSB|ADAM23|ANGPTL1|CLEC11A|DKK2|SEMA3B|GREM2|CLEC3B|ENTPD6|GPX3|OGN|CP|PON3|YBX1","response to stimulus","154","ENR","GO:0050896","1.0","6.042168482341473E-21","Cluster 1","Clustered","88.7887919640497","GO:0050896","false","GO:0050896"
"0.9999956739653167",,"4.326034683251013E-6",,"CCL19|LAG3|LTA|C1RL|C1QBP|COL3A1|PGLYRP2|C3|CD48|CD5L|SERPINB1A|C1QA|PGLYRP1|CD40|IL4RA|ECM1|CD14|LOXL3|HMGB2|APOE|NINJ1|DPP4|FGL2|CFP|CFD|KARS|C1QB|C1QC","regulation of immune response","28","ENR","GO:0050776","1.0","4.326034683251013E-6","Cluster 5","Seed","33.12626262626262","GO:0050776","false","GO:0050776"
"0.9999885028645334",,"1.1497135466536423E-5",,"LAMA2|LAMB1|PCSK5|TIMP1|LOXL3|CD63","regulation of integrin-mediated signaling pathway","6","ENR","GO:2001044","1.0","1.1497135466536423E-5","Cluster 8","Clustered","36.0","GO:2001044","false","GO:2001044"
"0.9999999964121079",,"3.5878920428073026E-9",,"DCN|EMILIN1|NAXE|CXCL12|JAM3|PTN|CCL5|COL3A1|SFRP2|C3|FN1|MMP2|CTHRC1|ACE|PCSK5|EFEMP2|HPSE|FAP|ADAMTS12|MMP19|LOXL2|CD40|ADAMTS2|ECM1|LOXL3|APOE|HYAL1|FGF18|WNT2|SPP1|SERPINF1|FGF7|NINJ1|ANG|SPARC|EDN1","tube development","36","ENR","GO:0035295","1.0","3.5878920428073026E-9","Cluster 2","Clustered","55.22932330827067","GO:0035295","false","GO:0035295"
"0.9999738650916948",,"2.6134908305174317E-5",,"ENTPD5|RSPRY1|PON1|CNP|GZMA|PLA1A|TIMP1|PGLYRP2|IDE|CLU|MMP2|PLA2G7|CTSS|SERPINB1A|ACE|PGLYRP1|HPSE|FAP|ADAMTS12|CTSD|DPP7|LIPG|SORL1|APOC1|CPQ|CTSB|CTSK|APOE|HYAL1|SPP1|ABCD1|ENTPD6|DPP4|HSP90AB1|PON3|CALR|YBX1|SDCBP|DNASE1L2|GPI1|RNASET2B|PPT1|CPE","organic substance catabolic process","43","ENR","GO:1901575","1.0","2.6134908305174317E-5","Cluster 9","Clustered","17.810526315789474","GO:1901575","false","GO:1901575"
"0.9999723962354241",,"2.7603764575852147E-5",,"TRF|CCL21A|CCL19|LTA|CNP|CXCL12|JAM3|CHL1|PTN|C1QBP|POSTN|SFRP2|C3|CLU|FN1|MMP2|CTHRC1|COL14A1|C1QA|ACE|EFEMP2|HPSE|ANGPTL8|ACRBP|ADAM17|DHH|LAMA2|LAMB1|TNFAIP6|ECM1|SORL1|HMGB2|APOE|PI16|FGF18|WNT2|CHSY1|SERPINF1|NINJ1|IL15RA|FBN1|HSP90AB1|CALR|DNASE1L2|THPO|EDN1","cell development","46","ENR","GO:0048468","1.0","2.7603764575852147E-5","Cluster 1","Clustered","94.99626587005227","GO:0048468","false","GO:0048468"
"0.9745182637071035",,"0.025481736292896514",,"PCSK5|EFEMP2|VTN","smooth muscle cell-matrix adhesion","3","ENR","GO:0061302","1.0","0.025481736292896514","Cluster 13","Seed","21.0","GO:0061302","false","GO:0061302"
"0.9999989447456098",,"1.0552543901888104E-6",,"TRF|CCL21A|ADAM17|EMILIN1|CCL19|CCL22|CXCL12|CCL5|APOE|CCL6|C3|FGF18|FN1|CCL9|CCL8|THPO|EDN1|KARS","ERK1 and ERK2 cascade","18","ENR","GO:0070371","1.0","1.0552543901888104E-6","Cluster 1","Clustered","99.79624192601293","GO:0070371","false","GO:0070371"
"0.9999679919491063",,"3.200805089362005E-5",,"CCL21A|ADAM17|EMILIN1|CCL19|CCL22|CCL5|APOE|CCL6|C3|FGF18|FN1|CCL9|CCL8|THPO","regulation of ERK1 and ERK2 cascade","14","ENR","GO:0070372","1.0","3.200805089362005E-5","Cluster 1","Clustered","103.558352402746","GO:0070372","false","GO:0070372"
"0.9850278175957032",,"0.014972182404296722",,"COL5A1|LAMB1|HYAL1|SFRP2|WNT2|GREM2|FN1|MFAP5|MMP2|CTHRC1|FBN1|YBX1|MFAP2|GPI1|EDN1|COL5A2|VTN","embryonic morphogenesis","17","ENR","GO:0048598","1.0","0.014972182404296722","Cluster 6","Clustered","25.807881773399014","GO:0048598","false","GO:0048598"
"0.9999999990822256",,"9.177744052075707E-10",,"CCL21A|WFDC21|CCL19|CCL22|CCL5|CCL6|C3|CCL9|SERPINB1A|C1QA|CCL8|PGLYRP1|LY86|CD40|GSDMD|CD14|HMGB2|APOE|RNASE6|DPP4|SPON2|SSC5D|CFP|ANG|CFD|RNASET2B|EDN1|C1QB|C1QC","innate immune response","29","ENR","GO:0045087","1.0","9.177744052075707E-10","Cluster 4","Clustered","78.90484793736826","GO:0045087","false","GO:0045087"
"0.964164766340498",,"0.035835233659502023",,"COL1A2|COL1A1","Platelet Adhesion to exposed collagen","2","ENR","REAC:R-MMU-75892","1.0","0.035835233659502023","Cluster 6","Clustered","27.22881355932203","REAC:R-MMU-75892","false","REAC:R-MMU-75892"
"0.9999611847019808",,"3.8815298019191424E-5",,"CCL21A|ADAM17|CCL19|CCL9|CCL22|CCL8|THPO|CCL5|APOE|CCL6|C3|FGF18","positive regulation of ERK1 and ERK2 cascade","12","ENR","GO:0070374","1.0","3.8815298019191424E-5","Cluster 1","Clustered","103.558352402746","GO:0070374","false","GO:0070374"
"1.0",,"1.642373122631325E-21",,"PLAT|GZMA|IL1R2|TIMP1|IDE|C3|CLU|FN1|CD5L|CTSS|CST7|SERPINB1A|ACE|PCSK5|CPZ|CPXM1|MMP3|HPSE|PCOLCE|ADAMTS12|PRSS53|NAPSA|ANGPTL8|ACRBP|CTSD|ADAM17|DHH|SCPEP1|RNPEP|DPP7|ECM1|PRSS12|HP|PAMR1|CPQ|CTSB|ADAM23|APOE|SERPINF1|ADAMTS4|DPP4|CFD|WFDC21|C1RL|SFRP2|MMP2|AEBP1|ADAMTS15|ADAMTS14|FAP|MMP19|VTN|ADAMTS2|SORL1|CTSK|PI16|HSP90AB1|CALR|SDCBP|BMP1|GPI1|CPE|SRGN","proteolysis","63","ENR","GO:0006508","1.0","1.642373122631325E-21","Cluster 9","Clustered","18.90952380952381","GO:0006508","false","GO:0006508"
"0.9999999999968046",,"3.1954674901632724E-12",,"MMP2|CCL21A|CCL19|CCL9|CCL22|IL1R2|CCL8|CCL5|ADAMTS12|CCL6|EDN1|FN1","cellular response to interleukin-1","12","ENR","GO:0071347","1.0","3.1954674901632724E-12","Cluster 1","Clustered","103.558352402746","GO:0071347","false","GO:0071347"
"0.9766982137696628",,"0.02330178623033718",,"CCL21A|ADAM17|ECM1|CXCL12|CXCL13|CCL5","T cell migration","6","ENR","GO:0072678","1.0","0.02330178623033718","Cluster 4","Clustered","72.87993447993449","GO:0072678","false","GO:0072678"
"0.9999999562861404",,"4.371385965358116E-8",,"CCL21A|IL22RA2|CCL19|CCL22|CXCL13|IL1R2|CCL5|COL1A1|CCL6|FN1|MMP2|CCL9|CCL8|PCOLCE|ADAMTS12|TSLP|ADAM17|CD40|IL4RA|ECM1|GREM2|SPP1|IL15RA|HSP90AB1|EDN1","cellular response to cytokine stimulus","25","ENR","GO:0071345","1.0","4.371385965358116E-8","Cluster 1","Clustered","103.558352402746","GO:0071345","false","GO:0071345"
"0.9999842265124196",,"1.5773487580411348E-5",,"CCL21A|CCL19|CCL9|CCL22|CCL8|CCL5|CCL6|EDN1","cellular response to interferon-gamma","8","ENR","GO:0071346","1.0","1.5773487580411348E-5","Cluster 1","Clustered","103.558352402746","GO:0071346","false","GO:0071346"
"0.9999996996830367",,"3.0031696327350686E-7",,"CCL21A|ADAM17|CCL19|CCL9|CCL22|ECM1|CXCL13|CCL8|CCL5|CCL6","lymphocyte migration","10","ENR","GO:0072676","1.0","3.0031696327350686E-7","Cluster 1","Clustered","103.558352402746","GO:0072676","false","GO:0072676"
"0.9999999973551357",,"2.6448643373381156E-9",,"CCL21A|IL22RA2|CCL19|LTA|CCL22|CXCL13|IL1R2|PTN|TIMP1|CCL5|PGLYRP2|CCL6|C3|CLU|FN1|CD5L|PLA2G7|CTSS|CST7|CCL9|SERPINB1A|C1QA|ACE|CCL8|PGLYRP1|HPSE|ADAMTS12|LY86|TSLP|ORM1|ORM3|IL16|ADAM17|CD40|IL4RA|TNFAIP6|ECM1|HP|GSDMD|CD14|LOXL3|HMGB2|APOE|HYAL1|C1QTNF12|NAMPT|ABCD1|SERPINF1|NINJ1|DPP4|SPON2|FGL2|SSC5D|CFP|ANG|CFD|EDN1|C1QB|C1QC|TRF|WFDC21|EMILIN1|LAG3|C1RL|CXCL12|JAM3|CHID1|C1QBP|COL1A2|POSTN|COL3A1|COL1A1|SFRP2|LUM|OLFML2B|MMP2|COL4A5|AEBP1|COL14A1|ELN|EFEMP2|ADAMTS14|FAP|LOXL2|COL5A2|VTN|COL5A1|LAMA2|LAMB1|SFRP4|LIPG|SORL1|APOC1|LRRC17|FST|CTSK|PRXL2A|PI16|FGF18|WNT2|SPP1|CHSY1|FGF7|IL15RA|FBN1|HSP90AB1|CALR|SDCBP|BMP1|GPI1|THPO|SPARC|ASPN|FABP5|CPE|SRGN|CD63|PLAT|DCN|FLT3L|NAXE|PON1|GZMA|CHL1|NUCB2|IFI30|IDE|CD48|ST3GAL1|MILR1|IL11RA1|CTHRC1|IGFBP6|IGSF10|FSTL1|PCSK5|CPZ|MMP3|PCOLCE|ANGPTL8|ACRBP|CTSD|DHH|CTSB|ANGPTL1|CLEC11A|DKK2|SEMA3B|GREM2|OGN|PON3|YBX1|CYB5D2|PPT1|HNRNPA2B1|LGI3","regulation of biological process","156","ENR","GO:0050789","1.0","2.6448643373381156E-9","Cluster 1","Clustered","88.7887919640497","GO:0050789","false","GO:0050789"
"0.9999999087773848",,"9.122261527709117E-8",,"COL5A1|CTSB|COL1A2|LOXL3|COL3A1|COL1A1|COL4A5|CTSS|COL14A1|BMP1|PCOLCE|LOXL2|COL5A2","Assembly of collagen fibrils and other multimeric structures","13","ENR","REAC:R-MMU-2022090","1.0","9.122261527709117E-8","Cluster 8","Clustered","33.0","REAC:R-MMU-2022090","false","REAC:R-MMU-2022090"
"0.9999925261648039",,"7.4738351960927345E-6",,"TRF|CCL21A|CCL19|SFRP4|CD14|APOE|PPT1|C3|CLU|VTN|CD63","positive regulation of endocytosis","11","ENR","GO:0045807","1.0","7.4738351960927345E-6","Cluster 4","Clustered","74.375","GO:0045807","false","GO:0045807"
"0.9616590048887342",,"0.038340995111265756",,"EMILIN1|LAMB1|EFEMP2|COL1A2|COL3A1","extracellular matrix assembly","5","ENR","GO:0085029","1.0","0.038340995111265756","Cluster 6","Clustered","26.49411764705882","GO:0085029","false","GO:0085029"
"0.9997356236166712",,"2.6437638332871445E-4",,"CCL21A|IL22RA2|CCL19|IL1R2|TIMP1|CCL5|SFRP2|C3|CLU|FN1|CST7|SERPINB1A|ACE|HPSE|PCOLCE|TSLP|ANGPTL8|ACRBP|CTSD|ADAM17|CD40|LIPG|ECM1|SORL1|PI16|FGF18|FGF7|FBN1|HSP90AB1|CALR|SDCBP|ANG|EDN1","regulation of protein metabolic process","33","ENR","GO:0051246","1.0","2.6437638332871445E-4","Cluster 1","Clustered","96.20597753664572","GO:0051246","false","GO:0051246"
"0.999757402876484",,"2.4259712351602694E-4",,"CTSD|CCL21A|ADAM17|CD40|CCL19|SORL1|CCL5|SFRP2|C3|FGF18|CLU|FN1|FGF7|FBN1|HSP90AB1|SDCBP|ACE|ANG|HPSE|PCOLCE|EDN1|TSLP|ANGPTL8|ACRBP","positive regulation of protein metabolic process","24","ENR","GO:0051247","1.0","2.4259712351602694E-4","Cluster 1","Clustered","95.62339910003462","GO:0051247","false","GO:0051247"
"0.9999969410812379",,"3.0589187620155936E-6",,"COL4A5|BMP1|COL1A2|LOXL3|PCOLCE|COL1A1|LOXL2","Crosslinking of collagen fibrils","7","ENR","REAC:R-MMU-2243919","1.0","3.0589187620155936E-6","Cluster 6","Clustered","24.92877492877493","REAC:R-MMU-2243919","false","REAC:R-MMU-2243919"
"0.9995293868481211",,"4.706131518789211E-4",,"CCL21A|CXCL13|CCL5","regulation of T cell chemotaxis","3","ENR","GO:0010819","1.0","4.706131518789211E-4","Cluster 1","Clustered","101.42813455657492","GO:0010819","false","GO:0010819"
"0.9984141474337179",,"0.0015858525662821165",,"CCL21A|CXCL13|CCL5","T cell chemotaxis","3","ENR","GO:0010818","1.0","0.0015858525662821165","Cluster 1","Clustered","101.42813455657492","GO:0010818","false","GO:0010818"
"0.999999999987257",,"1.2743067947593216E-11",,"TRF|PLAT|EMILIN1|FLT3L|CCL19|LTA|CXCL12|PTN|C1QBP|POSTN|CCL5|COL1A1|SFRP2|C3|LUM|CLU|FN1|CST7|ACE|HPSE|TSLP|LOXL2|VTN|IL16|ADAM17|CD40|IL4RA|LIPG|ECM1|SORL1|GSDMD|CD14|FST|HMGB2|APOE|HYAL1|FGF18|WNT2|SPP1|SERPINF1|NINJ1|IL15RA|SPON2|SDCBP|BMP1|EDN1|FABP5","positive regulation of multicellular organismal process","47","ENR","GO:0051240","1.0","1.2743067947593216E-11","Cluster 4","Clustered","71.49838377901851","GO:0051240","false","GO:0051240"
"1.0",,"1.9526903758711006E-17",,"PLAT|DCN|EMILIN1|LAG3|NAXE|CXCL13|IL1R2|CHID1|PTN|C1QBP|TIMP1|PGLYRP2|SFRP2|FN1|MMP2|SERPINB1A|ACE|PGLYRP1|ADAMTS12|LOXL2|VTN|ADAM17|IL4RA|TNFAIP6|ECM1|SORL1|APOC1|LRRC17|LOXL3|CTSK|APOE|PI16|ABCD1|CHSY1|SERPINF1|FBN1|HSP90AB1|CALR|FGL2|SSC5D|SPARC|ASPN|CPE|SRGN|C1QC|CD63","negative regulation of multicellular organismal process","46","ENR","GO:0051241","1.0","1.9526903758711006E-17","Cluster 7","Clustered","40.74141414141414","GO:0051241","false","GO:0051241"
"0.9999984329722343",,"1.5670277656650602E-6",,"CCL21A|NINJ1|EMILIN1|CALR|PCSK5|PTN|EFEMP2|C1QBP|HPSE|FN1|SPP1|VTN","positive regulation of cell-substrate adhesion","12","ENR","GO:0010811","1.0","1.5670277656650602E-6","Cluster 2","Clustered","53.54567307692307","GO:0010811","false","GO:0010811"
"0.9999950465832047",,"4.953416795327053E-6",,"CCL21A|EMILIN1|PTN|C1QBP|POSTN|COL1A1|FN1|SPP1|NINJ1|CALR|PCSK5|EFEMP2|HPSE|VTN","regulation of cell-substrate adhesion","14","ENR","GO:0010810","1.0","4.953416795327053E-6","Cluster 2","Clustered","53.463471654003506","GO:0010810","false","GO:0010810"
"0.9999660850491484",,"3.391495085153603E-5",,"LAMA2|LAMB1|PCSK5|LOXL3|CD63","positive regulation of integrin-mediated signaling pathway","5","ENR","GO:2001046","1.0","3.391495085153603E-5","Cluster 8","Clustered","36.34440753045404","GO:2001046","false","GO:2001046"
"0.9926976904243633",,"0.007302309575636661",,"PLAT|WFDC21|EMILIN1|ECM1|SORL1|IL1R2|CTSB|TIMP1|APOE|PI16|SFRP2|C3|CLU|SERPINF1|CST7|HSP90AB1|SERPINB1A|CALR|YBX1|SDCBP|GPI1|ANG|EDN1|VTN","negative regulation of protein metabolic process","24","ENR","GO:0051248","1.0","0.007302309575636661","Cluster 7","Clustered","39.95354239256678","GO:0051248","false","GO:0051248"
"0.9999841866184084",,"1.5813381591594046E-5",,"TRF|CCL21A|DCN|EMILIN1|FLT3L|CCL19|CXCL12|CXCL13|JAM3|PTN|SFRP2|C3|CLU|FN1|AEBP1|COL14A1|ELN|ACE|PCSK5|CCL8|EFEMP2|MMP3|FAP|VTN|COL5A1|ADAM17|LAMA2|IL4RA|LAMB1|SFRP4|SORL1|APOC1|CD14|APOE|PI16|HYAL1|SERPINF1|IL15RA|DPP4|CALR|SDCBP|SPARC|PPT1|EDN1|HNRNPA2B1|SRGN|CD63","regulation of cellular component organization","47","ENR","GO:0051128","1.0","1.5813381591594046E-5","Cluster 4","Clustered","76.88617715127288","GO:0051128","false","GO:0051128"
"0.9999998512259262",,"1.4877407387221045E-7",,"MMP2|COL5A1|CTSS|EMILIN1|ADAMTS2|CTSB|COL1A2|CTSK|FAP|MMP19|COL1A1|FN1","collagen metabolic process","12","ENR","GO:0032963","1.0","1.4877407387221045E-7","Cluster 6","Clustered","27.0","GO:0032963","false","GO:0032963"
